"","text","favorited","favoriteCount","replyToSN","created","truncated","replyToSID","id","replyToUID","statusSource","screenName","retweetCount","isRetweet","retweeted","longitude","latitude"
"22","@lotyslove Thank you for your compassion towards all living beings! ❤",FALSE,0,"lotyslove",2015-02-18 19:07:33,FALSE,"568098342976274432","568124681158594560","30697949","<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","peta",0,FALSE,FALSE,NA,NA
"23","@AngelaJohnson_1 This is great! #Vegan for the planet, for the animals, for your health :) TY for living compassionately!",FALSE,0,"AngelaJohnson_1",2015-02-18 18:49:28,FALSE,"567841469291192320","568120127721484288","134463911","<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","peta",1,FALSE,FALSE,NA,NA
"24","@LisaVanderpump #Vegan apparel, for the win! ❤",FALSE,0,"LisaVanderpump",2015-02-18 18:48:10,FALSE,"567842904665792512","568119803325628416","110840720","<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","peta",0,FALSE,FALSE,NA,NA
"25","@May7ven Happy Day 1! If you're new to #vegan life you should def check out some of our recipes &amp; tips ☺ http://t.co/lOs0M1BOpy",FALSE,0,"May7ven",2015-02-18 18:46:11,FALSE,"567985622285209600","568119302060163074","26703375","<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","peta",1,FALSE,FALSE,NA,NA
"26","@DoveCameron Don't freak out! We're help to help you on your #vegan journey &amp; have LOTS of tips &amp; resources here ☺ http://t.co/lOs0M1BOpy",FALSE,1,"DoveCameron",2015-02-18 18:44:47,FALSE,"567989499269025792","568118948396445696","317114365","<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","peta",0,FALSE,FALSE,NA,NA
"27","Nosey is STILL suffering.

RT &amp; tell @USDA it's their RESPONSIBILITY to HELP her: http://t.co/d6buSrGUeg http://t.co/43WvEwAk7y",FALSE,48,NA,2015-02-18 18:43:03,FALSE,NA,"568118512285143040",NA,"<a href=""http://sproutsocial.com"" rel=""nofollow"">Sprout Social</a>","peta",69,FALSE,FALSE,NA,NA
"28","The best way to stop companies from testing on animals is to NOT purchase their products. 

WHAT TO BUY INSTEAD: http://t.co/iKlIZtWywF",FALSE,47,NA,2015-02-18 18:29:01,FALSE,NA,"568114981847195649",NA,"<a href=""http://sproutsocial.com"" rel=""nofollow"">Sprout Social</a>","peta",58,FALSE,FALSE,NA,NA
"29","So many beagles die in shelters &amp; labs

NO EXCUSE 4 encouraging ppl 2 breed MORE. #Adopt

RT if u agree! #WKCDogShow http://t.co/hoxkpBtkFd",FALSE,103,NA,2015-02-18 18:21:26,FALSE,NA,"568113075225632768",NA,"<a href=""http://sproutsocial.com"" rel=""nofollow"">Sprout Social</a>","peta",128,FALSE,FALSE,NA,NA
"30","Meatball subs, spaghetti &amp; meatballs, &amp; MORE!

6 #Vegan Meatballs You Have to Try: http://t.co/uyteNjY4bJ http://t.co/0BYtjKMgDv",FALSE,84,NA,2015-02-18 18:10:01,FALSE,NA,"568110202655891456",NA,"<a href=""http://sproutsocial.com"" rel=""nofollow"">Sprout Social</a>","peta",19,FALSE,FALSE,NA,NA
"31","When so many homeless beagles die in shelters &amp; labs, there's NO EXCUSE 4 encouraging ppl 2 breed MORE. #WKCDogShow http://t.co/WTjSIdJaIP",FALSE,110,NA,2015-02-18 17:45:02,FALSE,NA,"568103913804554241",NA,"<a href=""http://sproutsocial.com"" rel=""nofollow"">Sprout Social</a>","peta",127,FALSE,FALSE,NA,NA
"32","@Chezhdchick We do. It's the ""no-kill"" shelters that don't. http://t.co/8bvLjqzp8x",FALSE,0,"Chezhdchick",2015-02-18 17:42:01,FALSE,"568094818561343488","568103156183216128","97240159","<a href=""http://sproutsocial.com"" rel=""nofollow"">Sprout Social</a>","peta",0,FALSE,FALSE,NA,NA
"33","@CandaceRoutel Thanks for your support! &lt;3",FALSE,0,"CandaceRoutel",2015-02-18 17:39:37,FALSE,"568098095000621056","568102550915846144","876028710","<a href=""http://sproutsocial.com"" rel=""nofollow"">Sprout Social</a>","peta",0,FALSE,FALSE,NA,NA
"34","@sbunton64 We don't. People continue to spread misinformation but it doesn't make it true.",FALSE,0,"sbunton64",2015-02-18 17:38:28,FALSE,"568096020212682752","568102259403304960","2997106349","<a href=""http://sproutsocial.com"" rel=""nofollow"">Sprout Social</a>","peta",0,FALSE,FALSE,NA,NA
"35","@KaylaVegan Love it!! Thanks for sharing! Happy Birthday! &lt;3",FALSE,0,"KaylaVegan",2015-02-18 17:32:04,FALSE,"568059008080343040","568100648845074432","2819003110","<a href=""http://sproutsocial.com"" rel=""nofollow"">Sprout Social</a>","peta",0,FALSE,FALSE,NA,NA
"36","@bigBucksCo Once again, NOT by us so please stop spreading false information. Thanks!",FALSE,0,"bigBucksCo",2015-02-18 17:31:05,FALSE,"568057309441732608","568100404422029312","41964104","<a href=""http://sproutsocial.com"" rel=""nofollow"">Sprout Social</a>","peta",0,FALSE,FALSE,NA,NA
"37","@simonsam Shocked audience gets glimpse of what REALLY happens 2 elephants #UniverSoulCircus: https://t.co/6JTwkeWHBT http://t.co/7TAGkSWr8g",FALSE,2,"simonsam",2015-02-18 17:20:32,FALSE,NA,"568097749650018305","33231030","<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","peta",5,FALSE,FALSE,NA,NA
"38","@UncleRUSH Shocked audience gets glimpse of what REALLY happens 2 elephants #UniverSoulCircus https://t.co/6JTwkeWHBT http://t.co/RunfiFv8Ro",FALSE,0,"UncleRUSH",2015-02-18 17:19:52,FALSE,NA,"568097581928214528","25110374","<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","peta",0,FALSE,FALSE,NA,NA
"39","Because everyone wants radiant, healthy skin!
 
How to Fight Wrinkles the #CrueltyFree Way: http://t.co/oWrFnv2Vae http://t.co/KXg1m1OYPX",FALSE,66,NA,2015-02-18 17:19:01,FALSE,NA,"568097367670415360",NA,"<a href=""http://sproutsocial.com"" rel=""nofollow"">Sprout Social</a>","peta",33,FALSE,FALSE,NA,NA
"40","@BreezyTautMe Wearing the fur of a tortured and killed animal is also unnecessary: http://t.co/VJ5TPPZ6Ut",FALSE,0,"BreezyTautMe",2015-02-18 17:13:30,FALSE,"568094463848882176","568095977371865089","34912662","<a href=""http://sproutsocial.com"" rel=""nofollow"">Sprout Social</a>","peta",0,FALSE,FALSE,NA,NA
"41","@lotyslove Comparing and relating allows us to feel empathy and is a great way to bring about change.",FALSE,0,"lotyslove",2015-02-18 17:12:15,FALSE,"568094925180538881","568095664531337216","30697949","<a href=""http://sproutsocial.com"" rel=""nofollow"">Sprout Social</a>","peta",0,FALSE,FALSE,NA,NA
"42","@lotyslove Exactly. Not saying the actions are the same but rather pointing out the similar and corrupt mentalities of both organizations.",FALSE,0,"lotyslove",2015-02-18 17:10:32,FALSE,"568094619591954432","568095232333459457","30697949","<a href=""http://sproutsocial.com"" rel=""nofollow"">Sprout Social</a>","peta",0,FALSE,FALSE,NA,NA
"43","@BreezyTautMe We've said so much about them. Just search her name and PETA together...you'll see.",FALSE,0,"BreezyTautMe",2015-02-18 17:06:23,FALSE,"568089183404707840","568094186118909952","34912662","<a href=""http://sproutsocial.com"" rel=""nofollow"">Sprout Social</a>","peta",0,FALSE,FALSE,NA,NA
"44","@alexisdgeorge The ad is about the corrupt mentalities of both organizations. Please see: http://t.co/VjgrUUUJnJ",FALSE,0,"alexisdgeorge",2015-02-18 17:05:23,FALSE,"568089347804696576","568093936176091137","904696202","<a href=""http://sproutsocial.com"" rel=""nofollow"">Sprout Social</a>","peta",0,FALSE,FALSE,NA,NA
"45","Spotted in Manila: A flock of sheep asking ppl 2 celebrate #YearOfTheSheep by not buying WOOL http://t.co/tsH4GXrt6l http://t.co/qFVKHtza1v",FALSE,58,NA,2015-02-18 16:48:01,FALSE,NA,"568089566525022210",NA,"<a href=""http://sproutsocial.com"" rel=""nofollow"">Sprout Social</a>","peta",48,FALSE,FALSE,NA,NA
"46","@jnzupka Warehousing animals for life isn't the way to save them. We have to save their habitats &amp; combat the reasons why people kill them.",FALSE,1,"jnzupka",2015-02-18 16:28:51,FALSE,"568077692924530688","568084741972316163","528558358","<a href=""http://sproutsocial.com"" rel=""nofollow"">Sprout Social</a>","peta",0,FALSE,FALSE,NA,NA
"47","@ButlerPrincesse No reason for it! :(",FALSE,0,"ButlerPrincesse",2015-02-18 16:28:20,FALSE,"568083951761424384","568084609696538624","2736347620","<a href=""http://sproutsocial.com"" rel=""nofollow"">Sprout Social</a>","peta",0,FALSE,FALSE,NA,NA
"48","@allieglarson Not only do we not need meat to survive, it is actually hazardous to our health. http://t.co/WAjm3KHny0",FALSE,0,"allieglarson",2015-02-18 16:27:17,FALSE,"568078684684472321","568084348093624320","2822672985","<a href=""http://sproutsocial.com"" rel=""nofollow"">Sprout Social</a>","peta",0,FALSE,FALSE,NA,NA
"49","@nextwave05 Nothing fashionable about it!",FALSE,0,"nextwave05",2015-02-18 16:25:40,FALSE,"568078821125201920","568083939618787328","139038691","<a href=""http://sproutsocial.com"" rel=""nofollow"">Sprout Social</a>","peta",0,FALSE,FALSE,NA,NA
"50","@LeBlancJpl And if you had read the info we sent you would know how we operate. You choose not to understand, so we won't reply again.",FALSE,1,"LeBlancJpl",2015-02-18 16:24:03,FALSE,"568082813393571840","568083535220719618","1173151501","<a href=""http://sproutsocial.com"" rel=""nofollow"">Sprout Social</a>","peta",0,FALSE,FALSE,NA,NA
"51","@manuela_pisani &lt;3",FALSE,0,"manuela_pisani",2015-02-18 16:22:01,FALSE,"568081425624379393","568083022987149312","498043141","<a href=""http://sproutsocial.com"" rel=""nofollow"">Sprout Social</a>","peta",0,FALSE,FALSE,NA,NA
"52","@LeBlancJpl Wrong. No such thing as open-admission ""no-kill"" shelters. No one has unlimited space and funds. But you have a great day!",FALSE,0,"LeBlancJpl",2015-02-18 16:20:14,FALSE,"568079802671894530","568082574037237761","1173151501","<a href=""http://sproutsocial.com"" rel=""nofollow"">Sprout Social</a>","peta",0,FALSE,FALSE,NA,NA
"53","@jnzupka Protein can be found in virtually all vegan food: http://t.co/XTrEEbgWDb",FALSE,0,"jnzupka",2015-02-18 16:11:33,FALSE,"568073543663161344","568080387190038528","528558358","<a href=""http://sproutsocial.com"" rel=""nofollow"">Sprout Social</a>","peta",0,FALSE,FALSE,NA,NA
"54","@davidcgies ""Evidence""? Sure. Clearly, you're only interested in info that validates an opinion you already have. Not the truth.",FALSE,1,"davidcgies",2015-02-18 16:10:19,FALSE,"568074301049593858","568080079131004928","54929567","<a href=""http://sproutsocial.com"" rel=""nofollow"">Sprout Social</a>","peta",0,FALSE,FALSE,NA,NA
"55","@LeBlancJpl Clearly, you aren't interested in the truth, only info that validates an opinion you already have. Sad. Do your own research.",FALSE,1,"LeBlancJpl",2015-02-18 16:08:18,FALSE,"568074695049756673","568079570697482241","1173151501","<a href=""http://sproutsocial.com"" rel=""nofollow"">Sprout Social</a>","peta",0,FALSE,FALSE,NA,NA
"56","The only one who should wear fur is the animal who was BORN with it. #FurIsDead #NYFW http://t.co/KmKBwRazHS",FALSE,210,NA,2015-02-18 16:08:03,FALSE,NA,"568079506512027648",NA,"<a href=""http://sproutsocial.com"" rel=""nofollow"">Sprout Social</a>","peta",276,FALSE,FALSE,NA,NA
"57","@LynetteMor42 Thanks for your support! &lt;3",FALSE,1,"LynetteMor42",2015-02-18 16:06:59,FALSE,"568074848208957441","568079237309194240","357989760","<a href=""http://sproutsocial.com"" rel=""nofollow"">Sprout Social</a>","peta",0,FALSE,FALSE,NA,NA
"58","@davidcgies I have worked at those shelters. They also call other shelters to pick up animals from them. They care about numbers, we don't!",FALSE,0,"davidcgies",2015-02-18 16:06:04,FALSE,"568074726364614656","568079009583472640","54929567","<a href=""http://sproutsocial.com"" rel=""nofollow"">Sprout Social</a>","peta",0,FALSE,FALSE,NA,NA
"59","@LeBlancJpl They also turn animals away to keep their stats. We care about ending suffering, not numbers.",FALSE,0,"LeBlancJpl",2015-02-18 16:03:19,FALSE,"568075096889233408","568078314591494144","1173151501","<a href=""http://sproutsocial.com"" rel=""nofollow"">Sprout Social</a>","peta",0,FALSE,FALSE,NA,NA
"60","@CaptainWeeab00 Do some research and you'll find plenty of other sources.",FALSE,0,"CaptainWeeab00",2015-02-18 16:02:26,FALSE,"568075371515666432","568078094646386689","2782914858","<a href=""http://sproutsocial.com"" rel=""nofollow"">Sprout Social</a>","peta",0,FALSE,FALSE,NA,NA
"61","@CaptainWeeab00 We didn't say it caused it. We said there is a link: http://t.co/qddyHZwnM7",FALSE,0,"CaptainWeeab00",2015-02-18 16:01:19,FALSE,"568075152191328256","568077812298461184","2782914858","<a href=""http://sproutsocial.com"" rel=""nofollow"">Sprout Social</a>","peta",0,FALSE,FALSE,NA,NA
"62","@jnzupka We don't. We say that we are responsible for their care: http://t.co/lg0rguRSWw We support accredited sanctuaries, not zoos.",FALSE,0,"jnzupka",2015-02-18 16:00:07,FALSE,"568075706158190592","568077512124731392","528558358","<a href=""http://sproutsocial.com"" rel=""nofollow"">Sprout Social</a>","peta",0,FALSE,FALSE,NA,NA
"63","@arigrandevegan Not anymore :( http://t.co/B2dcAaCEBT",FALSE,1,"arigrandevegan",2015-02-18 15:56:01,FALSE,"568068070004035585","568076478593658880","2455998890","<a href=""http://sproutsocial.com"" rel=""nofollow"">Sprout Social</a>","peta",1,FALSE,FALSE,NA,NA
"64","@Vegankam So sad! :( This video is great: https://t.co/WTLeQIwGbr",FALSE,1,"Vegankam",2015-02-18 15:55:17,FALSE,"568068004648497152","568076293150912512","17214178","<a href=""http://sproutsocial.com"" rel=""nofollow"">Sprout Social</a>","peta",0,FALSE,FALSE,NA,NA
"65","@caroldandrea1 Please send any info you have on this to our Cruelty Investigation Department at CIDinfo@peta.org",FALSE,0,"caroldandrea1",2015-02-18 15:52:44,FALSE,"568061608238268417","568075650780672001","2556953262","<a href=""http://sproutsocial.com"" rel=""nofollow"">Sprout Social</a>","peta",0,FALSE,FALSE,NA,NA
"66","@SirMikeGreen Read the info we sent. Here it is again:  http://t.co/pGB1LXtahI  http://t.co/9E3mUuN8R4",FALSE,0,"SirMikeTheGeek",2015-02-18 15:51:20,FALSE,"568062720018411520","568075298811416576","3010621845","<a href=""http://sproutsocial.com"" rel=""nofollow"">Sprout Social</a>","peta",0,FALSE,FALSE,NA,NA
"67","@jnzupka Most us at PETA have several pets. We don't support buying pets when millions of shelter animals need homes. http://t.co/s1q9UDzcIW",FALSE,0,"jnzupka",2015-02-18 15:50:21,FALSE,"568064870215786496","568075052073160705","528558358","<a href=""http://sproutsocial.com"" rel=""nofollow"">Sprout Social</a>","peta",0,FALSE,FALSE,NA,NA
"68","@LeBlancJpl So, do your own research on Berman: http://t.co/z3o3TUGyJu",FALSE,0,"LeBlancJpl",2015-02-18 15:47:02,FALSE,"568070429274820609","568074215879892993","1173151501","<a href=""http://sproutsocial.com"" rel=""nofollow"">Sprout Social</a>","peta",0,FALSE,FALSE,NA,NA
"69","@CaptainWeeab00 All the major autism awareness groups reported the same findings: a dairy-free diet helps: http://t.co/7wLENyWC0h",FALSE,0,"CaptainWeeab00",2015-02-18 15:45:11,FALSE,"568071278772359169","568073750731558913","2782914858","<a href=""http://sproutsocial.com"" rel=""nofollow"">Sprout Social</a>","peta",0,FALSE,FALSE,NA,NA
"70","@jnzupka In prehistoric times hunting might have been necessary for survival but that is no longer the case.",FALSE,0,"jnzupka",2015-02-18 15:42:25,FALSE,"568061162962739200","568073053965398016","528558358","<a href=""http://sproutsocial.com"" rel=""nofollow"">Sprout Social</a>","peta",0,FALSE,FALSE,NA,NA
"71","@jnzupka For the correct information: http://t.co/pGB1LXtahI http://t.co/9E3mUuN8R4",FALSE,0,"jnzupka",2015-02-18 15:41:26,FALSE,"568060856501714944","568072806711181312","528558358","<a href=""http://sproutsocial.com"" rel=""nofollow"">Sprout Social</a>","peta",0,FALSE,FALSE,NA,NA
"72","@216alexis_ Thanks for your support! &lt;3",FALSE,1,"216alexis_",2015-02-18 15:37:22,FALSE,"567914096894418944","568071785997996033","3022939422","<a href=""http://sproutsocial.com"" rel=""nofollow"">Sprout Social</a>","peta",0,FALSE,FALSE,NA,NA
"73","@laurenthepotter Horrific! :(",FALSE,0,"laurenthepotter",2015-02-18 15:32:15,FALSE,"567927484856946688","568070498715697152","2897965278","<a href=""http://sproutsocial.com"" rel=""nofollow"">Sprout Social</a>","peta",0,FALSE,FALSE,NA,NA
"74","@popcultlover OK! Thank YOU for your support! &lt;3",FALSE,0,"popcultlover",2015-02-18 15:28:57,FALSE,"567947256600649728","568069665974407168","62604270","<a href=""http://sproutsocial.com"" rel=""nofollow"">Sprout Social</a>","peta",0,FALSE,FALSE,NA,NA
"75","@wozza_g Heartbreaking! :( #NotOurs2Use",FALSE,0,"wozza_g",2015-02-18 15:19:49,FALSE,"567957116645814273","568067369303543808","16797148","<a href=""http://sproutsocial.com"" rel=""nofollow"">Sprout Social</a>","peta",0,FALSE,FALSE,NA,NA
"76","Many purebreds have medical issues bc HUMANS want them 2 look a certain way.

WATCH one #bulldog's story: http://t.co/u1UMGy4hPI #WKCDogShow",FALSE,27,NA,2015-02-18 15:15:01,FALSE,NA,"568066162208038912",NA,"<a href=""http://sproutsocial.com"" rel=""nofollow"">Sprout Social</a>","peta",22,FALSE,FALSE,NA,NA
"77","@Teato0o Haha! If you don't like it, try almond milk or some of these others: http://t.co/ff9FFplncy",FALSE,0,"Teato0o",2015-02-18 15:12:11,FALSE,"567980731084877825","568065445464403969","263124401","<a href=""http://sproutsocial.com"" rel=""nofollow"">Sprout Social</a>","peta",0,FALSE,FALSE,NA,NA
"78","@Jaseminlove Sadly, it's obtained the same way as other wool: http://t.co/j0YtWkeR0R",FALSE,0,"Jaseminlove",2015-02-18 15:10:12,FALSE,"567985053260746752","568064947520798721","459247668","<a href=""http://sproutsocial.com"" rel=""nofollow"">Sprout Social</a>","peta",0,FALSE,FALSE,NA,NA
"79","@KarvonenOnni He is TOO cute! Thanks for choosing adoption! &lt;3",FALSE,1,"KarvonenOnni",2015-02-18 15:07:07,FALSE,"567989723286937600","568064174363799553","2631619473","<a href=""http://sproutsocial.com"" rel=""nofollow"">Sprout Social</a>","peta",0,FALSE,FALSE,NA,NA
"80","@CalixtoOnyx They are so cute! Thank you for choosing adoption! &lt;3",FALSE,0,"CalixtoOnyx",2015-02-18 15:06:31,FALSE,"568001878774034433","568064023356256256","140944806","<a href=""http://sproutsocial.com"" rel=""nofollow"">Sprout Social</a>","peta",0,FALSE,FALSE,NA,NA
"81","@thomasmowe Agreed! &lt;3",FALSE,0,"thomasmowe",2015-02-18 15:06:02,FALSE,"568003279751385088","568063898118524928","2969933158","<a href=""http://sproutsocial.com"" rel=""nofollow"">Sprout Social</a>","peta",0,FALSE,FALSE,NA,NA
"82","@KeshaTedder Couldn't agree more! &lt;3",FALSE,0,"KeshaTedder",2015-02-18 14:57:52,FALSE,"568031274755100672","568061843081531392","2239830097","<a href=""http://sproutsocial.com"" rel=""nofollow"">Sprout Social</a>","peta",0,FALSE,FALSE,NA,NA
"83","@emmardavies &lt;3",FALSE,0,"emmardavies",2015-02-18 14:57:31,FALSE,"568032673077313536","568061757094117376","780435830","<a href=""http://sproutsocial.com"" rel=""nofollow"">Sprout Social</a>","peta",0,FALSE,FALSE,NA,NA
"84","@IMPACTfxSC Thank you for choosing compassion over cruelty! &lt;3",FALSE,1,"IMPACTfxSC",2015-02-18 14:57:05,FALSE,"568034345639809025","568061648604237825","399549750","<a href=""http://sproutsocial.com"" rel=""nofollow"">Sprout Social</a>","peta",0,FALSE,FALSE,NA,NA
"85","@crygreen2 So true! :(",FALSE,0,"crygreen2",2015-02-18 14:56:39,FALSE,"568035089550057472","568061537677545473","454710118","<a href=""http://sproutsocial.com"" rel=""nofollow"">Sprout Social</a>","peta",0,FALSE,FALSE,NA,NA
"86","@TorianaMarie96 Lots of misinformation out there! http://t.co/s1q9UDzcIW",FALSE,0,"TorianaMarie96",2015-02-18 14:56:04,FALSE,"568034398580248576","568061392978182144","321583517","<a href=""http://sproutsocial.com"" rel=""nofollow"">Sprout Social</a>","peta",0,FALSE,FALSE,NA,NA
"87","@Jillian_Chaffee So true! &lt;3",FALSE,1,"Jillian_Chaffee",2015-02-18 14:55:14,FALSE,"568035193031921664","568061181220356096","1051962966","<a href=""http://sproutsocial.com"" rel=""nofollow"">Sprout Social</a>","peta",0,FALSE,FALSE,NA,NA
"88","@KalyAlba That's awesome! &lt;3 We have a free vegan starter kit that is very helpful! Here's the link: http://t.co/SxUE1JSy89",FALSE,1,"KalyAlba",2015-02-18 14:52:46,FALSE,"568040227039617025","568060559477714944","28507099","<a href=""http://sproutsocial.com"" rel=""nofollow"">Sprout Social</a>","peta",0,FALSE,FALSE,NA,NA
"89","@Platt6Platt Agreed! :(",FALSE,1,"Platt6Platt",2015-02-18 14:49:29,FALSE,"568046551945355264","568059735242465280","2248676379","<a href=""http://sproutsocial.com"" rel=""nofollow"">Sprout Social</a>","peta",0,FALSE,FALSE,NA,NA
